Date,DriverID,Year,Month_of_Year,Day_of_Week,Time_of_Day,EV_Model,Battery_Capacity(kWh),Category,Mean_Energy_Consumption(kWh/100km),Max_DC_Power(kW),Status,Starting_SoC,Ending_SoC,Charger_Type,Charger_Power(kW),Charging_Time(mins),Consumption_Charging(kW),Trip_Time(mins),Trip_Distance(km),Trip_Consumption(kwh)
2020-01-01,DR6,2020,1,3,1,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,2,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,3,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,4,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,5,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,6,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,7,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,8,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,9,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,10,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,11,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,12,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,13,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,14,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,15,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,16,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,17,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,1,0.92,1.0,Single phase 32A,7.4,25,3.08,,,
2020-01-01,DR6,2020,1,3,18,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,19,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,20,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,21,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,22,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,23,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,0,,,,,,,,,
2020-01-01,DR6,2020,1,3,24,Hyundai Kona electric 39.2kWh,39.2,1,15.0,100,2,1.0,0.85,,,,,60,40,6.0
