Date,Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2017-01-01,2017,1,7,1,2838.0,1377.0,0.0,400.0,5720.0,1105.0
2017-01-01,2017,1,7,2,2850.0,1231.0,0.0,381.0,5583.0,1121.0
2017-01-01,2017,1,7,3,2834.0,1047.0,0.0,391.0,5309.0,1037.0
2017-01-01,2017,1,7,4,2762.0,889.0,0.0,355.0,5036.0,1030.0
2017-01-01,2017,1,7,5,2578.0,965.0,0.0,360.0,4917.0,1014.0
2017-01-01,2017,1,7,6,2560.0,1013.0,0.0,330.0,4953.0,1050.0
2017-01-01,2017,1,7,7,2594.0,1056.0,7.0,278.0,5036.0,1101.0
2017-01-01,2017,1,7,8,2554.0,1236.0,209.0,249.0,5274.0,1026.0
2017-01-01,2017,1,7,9,2392.0,1420.0,547.0,204.0,5613.0,1050.0
2017-01-01,2017,1,7,10,2188.0,1590.0,889.0,163.0,6074.0,1244.0
2017-01-01,2017,1,7,11,2237.0,1617.0,1123.0,130.0,6480.0,1373.0
2017-01-01,2017,1,7,12,2259.0,1669.0,1210.0,99.0,6570.0,1333.0
2017-01-01,2017,1,7,13,2084.0,1651.0,1161.0,78.0,6285.0,1311.0
2017-01-01,2017,1,7,14,1949.0,1536.0,966.0,65.0,5752.0,1236.0
2017-01-01,2017,1,7,15,1904.0,1965.0,619.0,63.0,5788.0,1237.0
2017-01-01,2017,1,7,16,1917.0,2536.0,233.0,74.0,5982.0,1222.0
2017-01-01,2017,1,7,17,1960.0,2848.0,7.0,85.0,6276.0,1376.0
2017-01-01,2017,1,7,18,2032.0,2869.0,0.0,90.0,6834.0,1843.0
2017-01-01,2017,1,7,19,2198.0,2852.0,0.0,103.0,6933.0,1780.0
2017-01-01,2017,1,7,20,2359.0,2841.0,0.0,114.0,6896.0,1582.0
2017-01-01,2017,1,7,21,2248.0,2791.0,0.0,131.0,6743.0,1573.0
2017-01-01,2017,1,7,22,2422.0,2601.0,0.0,141.0,6419.0,1255.0
2017-01-01,2017,1,7,23,2502.0,2355.0,0.0,152.0,6186.0,1177.0
2017-01-01,2017,1,7,24,2467.0,2164.0,0.0,162.0,5912.0,1119.0
2017-01-02,2017,1,1,1,2360.0,1534.0,0.0,212.0,5209.0,1103.0
2017-01-02,2017,1,1,2,2134.0,1674.0,0.0,235.0,5153.0,1110.0
2017-01-02,2017,1,1,3,2041.0,1576.0,0.0,252.0,4944.0,1075.0
2017-01-02,2017,1,1,4,1949.0,1441.0,0.0,285.0,4769.0,1094.0
2017-01-02,2017,1,1,5,1879.0,1534.0,0.0,299.0,4803.0,1091.0
2017-01-02,2017,1,1,6,1992.0,1839.0,0.0,268.0,5097.0,998.0
2017-01-02,2017,1,1,7,2134.0,1983.0,9.0,223.0,5572.0,1223.0
2017-01-02,2017,1,1,8,2151.0,2272.0,253.0,225.0,6115.0,1214.0
2017-01-02,2017,1,1,9,2197.0,2349.0,652.0,215.0,6592.0,1179.0
2017-01-02,2017,1,1,10,2156.0,2429.0,1043.0,197.0,6817.0,992.0
