Date,Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2018-01-01,2018,1,1,1,2023.0,1345.0,0.0,155.0,5141.0,1618.0
2018-01-01,2018,1,1,2,2127.0,1242.0,0.0,149.0,5043.0,1525.0
2018-01-01,2018,1,1,3,2015.0,1060.0,0.0,147.0,4768.0,1546.0
2018-01-01,2018,1,1,4,1841.0,1114.0,0.0,144.0,4510.0,1411.0
2018-01-01,2018,1,1,5,1894.0,1182.0,0.0,179.0,4445.0,1190.0
2018-01-01,2018,1,1,6,2000.0,1073.0,0.0,244.0,4516.0,1199.0
2018-01-01,2018,1,1,7,2052.0,902.0,1.0,284.0,4572.0,1333.0
2018-01-01,2018,1,1,8,1966.0,896.0,188.0,367.0,4728.0,1311.0
2018-01-01,2018,1,1,9,1814.0,796.0,738.0,439.0,5134.0,1347.0
2018-01-01,2018,1,1,10,1693.0,774.0,1214.0,439.0,5551.0,1431.0
2018-01-01,2018,1,1,11,1642.0,775.0,1436.0,466.0,5899.0,1580.0
2018-01-01,2018,1,1,12,1608.0,781.0,1470.0,473.0,5945.0,1613.0
2018-01-01,2018,1,1,13,1590.0,785.0,1358.0,501.0,5670.0,1436.0
2018-01-01,2018,1,1,14,1596.0,775.0,1072.0,584.0,5123.0,1096.0
2018-01-01,2018,1,1,15,1618.0,985.0,587.0,654.0,5121.0,1277.0
2018-01-01,2018,1,1,16,1670.0,1082.0,158.0,685.0,5173.0,1578.0
2018-01-01,2018,1,1,17,1645.0,1360.0,2.0,728.0,5502.0,1767.0
2018-01-01,2018,1,1,18,1648.0,1453.0,0.0,711.0,6104.0,2292.0
2018-01-01,2018,1,1,19,1642.0,1565.0,0.0,732.0,6199.0,2260.0
2018-01-01,2018,1,1,20,1660.0,1655.0,0.0,742.0,6160.0,2103.0
2018-01-01,2018,1,1,21,1717.0,1720.0,0.0,740.0,6013.0,1836.0
2018-01-01,2018,1,1,22,1742.0,1701.0,0.0,816.0,5693.0,1434.0
2018-01-01,2018,1,1,23,1745.0,1443.0,0.0,814.0,5391.0,1389.0
2018-01-01,2018,1,1,24,1784.0,1122.0,0.0,819.0,4939.0,1214.0
2018-01-02,2018,1,2,1,1684.0,739.0,0.0,791.0,4513.0,1299.0
2018-01-02,2018,1,2,2,1615.0,699.0,0.0,882.0,4447.0,1251.0
2018-01-02,2018,1,2,3,1594.0,705.0,0.0,993.0,4245.0,953.0
2018-01-02,2018,1,2,4,1587.0,700.0,0.0,1050.0,4094.0,757.0
2018-01-02,2018,1,2,5,1594.0,735.0,0.0,986.0,4157.0,842.0
2018-01-02,2018,1,2,6,1596.0,782.0,0.0,895.0,4476.0,1203.0
2018-01-02,2018,1,2,7,1615.0,953.0,0.0,857.0,4878.0,1453.0
2018-01-02,2018,1,2,8,1685.0,1317.0,118.0,862.0,5335.0,1353.0
2018-01-02,2018,1,2,9,1910.0,1100.0,554.0,830.0,5890.0,1496.0
2018-01-02,2018,1,2,10,1965.0,949.0,983.0,823.0,6115.0,1395.0
2018-01-02,2018,1,2,11,1843.0,898.0,1254.0,799.0,6279.0,1485.0
2018-01-02,2018,1,2,12,1745.0,891.0,1341.0,873.0,6357.0,1507.0
2018-01-02,2018,1,2,13,1756.0,882.0,1201.0,897.0,6333.0,1597.0
2018-01-02,2018,1,2,14,1774.0,1084.0,939.0,859.0,6137.0,1481.0
2018-01-02,2018,1,2,15,1748.0,1724.0,488.0,775.0,6212.0,1477.0
2018-01-02,2018,1,2,16,1773.0,2105.0,116.0,796.0,6169.0,1379.0
2018-01-02,2018,1,2,17,1743.0,2340.0,1.0,729.0,6435.0,1622.0
2018-01-02,2018,1,2,18,1890.0,2554.0,0.0,626.0,6921.0,1851.0
2018-01-02,2018,1,2,19,2006.0,2570.0,0.0,547.0,7017.0,1894.0
2018-01-02,2018,1,2,20,2023.0,2547.0,0.0,514.0,6915.0,1831.0
2018-01-02,2018,1,2,21,2045.0,2519.0,0.0,542.0,6689.0,1583.0
2018-01-02,2018,1,2,22,2055.0,2338.0,0.0,512.0,6205.0,1300.0
2018-01-02,2018,1,2,23,1942.0,2238.0,0.0,445.0,5894.0,1269.0
2018-01-02,2018,1,2,24,1946.0,1759.0,0.0,381.0,5419.0,1333.0
2018-01-03,2018,1,3,1,1909.0,1233.0,0.0,375.0,4901.0,1384.0
2018-01-03,2018,1,3,2,1892.0,1168.0,0.0,382.0,4842.0,1400.0
2018-01-03,2018,1,3,3,1927.0,976.0,0.0,371.0,4659.0,1385.0
2018-01-03,2018,1,3,4,1909.0,765.0,0.0,468.0,4475.0,1333.0
2018-01-03,2018,1,3,5,1825.0,719.0,0.0,611.0,4476.0,1321.0
2018-01-03,2018,1,3,6,1828.0,787.0,0.0,717.0,4806.0,1474.0
2018-01-03,2018,1,3,7,1958.0,999.0,0.0,796.0,5354.0,1601.0
2018-01-03,2018,1,3,8,2149.0,1309.0,81.0,821.0,5969.0,1609.0
2018-01-03,2018,1,3,9,2159.0,1546.0,450.0,806.0,6575.0,1614.0
2018-01-03,2018,1,3,10,2155.0,1424.0,915.0,751.0,6774.0,1529.0
2018-01-03,2018,1,3,11,2064.0,1298.0,1183.0,739.0,6808.0,1524.0
2018-01-03,2018,1,3,12,1893.0,1203.0,1368.0,697.0,6827.0,1666.0
2018-01-03,2018,1,3,13,1893.0,1251.0,1375.0,582.0,6781.0,1680.0
2018-01-03,2018,1,3,14,1934.0,1273.0,1171.0,448.0,6499.0,1673.0
2018-01-03,2018,1,3,15,1932.0,1857.0,746.0,349.0,6565.0,1681.0
2018-01-03,2018,1,3,16,1987.0,2277.0,228.0,294.0,6507.0,1721.0
2018-01-03,2018,1,3,17,2092.0,2445.0,5.0,289.0,6854.0,2023.0
2018-01-03,2018,1,3,18,2344.0,2718.0,0.0,271.0,7424.0,2091.0
2018-01-03,2018,1,3,19,2433.0,2723.0,0.0,310.0,7447.0,1981.0
2018-01-03,2018,1,3,20,2389.0,2697.0,0.0,420.0,7368.0,1862.0
2018-01-03,2018,1,3,21,2261.0,2550.0,0.0,509.0,6981.0,1661.0
2018-01-03,2018,1,3,22,2126.0,2229.0,0.0,581.0,6431.0,1495.0
2018-01-03,2018,1,3,23,1938.0,1875.0,0.0,678.0,6044.0,1553.0
2018-01-03,2018,1,3,24,1931.0,1216.0,0.0,810.0,5438.0,1481.0
2018-01-04,2018,1,4,1,1874.0,884.0,0.0,857.0,4908.0,1293.0
2018-01-04,2018,1,4,2,1857.0,1043.0,0.0,772.0,4789.0,1117.0
2018-01-04,2018,1,4,3,1997.0,1108.0,0.0,659.0,4660.0,896.0
2018-01-04,2018,1,4,4,2047.0,964.0,0.0,689.0,4574.0,874.0
2018-01-04,2018,1,4,5,2043.0,1017.0,0.0,646.0,4664.0,958.0
2018-01-04,2018,1,4,6,2231.0,1161.0,0.0,441.0,5088.0,1255.0
2018-01-04,2018,1,4,7,2367.0,1491.0,0.0,312.0,5640.0,1470.0
2018-01-04,2018,1,4,8,2258.0,1966.0,16.0,469.0,6327.0,1618.0
2018-01-04,2018,1,4,9,2396.0,2379.0,161.0,443.0,7089.0,1710.0
2018-01-04,2018,1,4,10,2435.0,2434.0,328.0,464.0,7460.0,1799.0
2018-01-04,2018,1,4,11,2416.0,2445.0,478.0,659.0,7625.0,1627.0
2018-01-04,2018,1,4,12,2186.0,2310.0,618.0,937.0,7741.0,1690.0
2018-01-04,2018,1,4,13,1983.0,2114.0,677.0,1125.0,7666.0,1767.0
2018-01-04,2018,1,4,14,1920.0,2005.0,668.0,1210.0,7316.0,1513.0
2018-01-04,2018,1,4,15,2017.0,2164.0,522.0,1229.0,7378.0,1446.0
2018-01-04,2018,1,4,16,2153.0,2287.0,179.0,1244.0,7205.0,1342.0
2018-01-04,2018,1,4,17,2373.0,2472.0,4.0,1243.0,7424.0,1332.0
2018-01-04,2018,1,4,18,2544.0,2481.0,0.0,1280.0,7868.0,1563.0
2018-01-04,2018,1,4,19,2558.0,2563.0,0.0,1255.0,7884.0,1508.0
2018-01-04,2018,1,4,20,2418.0,2408.0,0.0,1213.0,7710.0,1671.0
2018-01-04,2018,1,4,21,2342.0,2368.0,0.0,1145.0,7261.0,1406.0
2018-01-04,2018,1,4,22,2224.0,2197.0,0.0,1087.0,6673.0,1165.0
2018-01-04,2018,1,4,23,2014.0,1902.0,0.0,1073.0,6324.0,1335.0
2018-01-04,2018,1,4,24,2012.0,1380.0,0.0,999.0,5736.0,1345.0
2018-01-05,2018,1,5,1,2138.0,1080.0,0.0,868.0,5246.0,1160.0
2018-01-05,2018,1,5,2,2107.0,1271.0,0.0,690.0,5175.0,1107.0
2018-01-05,2018,1,5,3,2142.0,1198.0,0.0,560.0,5016.0,1116.0
2018-01-05,2018,1,5,4,2206.0,1182.0,0.0,400.0,4892.0,1104.0
2018-01-05,2018,1,5,5,2282.0,1131.0,0.0,359.0,4957.0,1185.0
2018-01-05,2018,1,5,6,2270.0,1313.0,0.0,328.0,5374.0,1463.0
2018-01-05,2018,1,5,7,2287.0,1737.0,1.0,313.0,5996.0,1658.0
2018-01-05,2018,1,5,8,2212.0,2285.0,170.0,266.0,6568.0,1635.0
2018-01-05,2018,1,5,9,2225.0,2264.0,701.0,230.0,7046.0,1626.0
2018-01-05,2018,1,5,10,2162.0,2076.0,1178.0,173.0,7128.0,1539.0
2018-01-05,2018,1,5,11,2068.0,1961.0,1384.0,154.0,7096.0,1529.0
2018-01-05,2018,1,5,12,2004.0,1826.0,1399.0,175.0,6990.0,1586.0
2018-01-05,2018,1,5,13,1931.0,1768.0,1319.0,204.0,6870.0,1648.0
2018-01-05,2018,1,5,14,2001.0,1806.0,1106.0,214.0,6684.0,1557.0
2018-01-05,2018,1,5,15,2084.0,2157.0,714.0,206.0,6784.0,1623.0
2018-01-05,2018,1,5,16,2254.0,2403.0,231.0,181.0,6755.0,1686.0
2018-01-05,2018,1,5,17,2353.0,2576.0,6.0,163.0,7163.0,2065.0
2018-01-05,2018,1,5,18,2365.0,2780.0,0.0,129.0,7836.0,2562.0
2018-01-05,2018,1,5,19,2388.0,2923.0,0.0,96.0,7880.0,2473.0
2018-01-05,2018,1,5,20,2402.0,2904.0,0.0,53.0,7745.0,2386.0
2018-01-05,2018,1,5,21,2384.0,2823.0,0.0,51.0,7361.0,2103.0
2018-01-05,2018,1,5,22,2306.0,2724.0,0.0,66.0,6747.0,1651.0
2018-01-05,2018,1,5,23,2251.0,2598.0,0.0,63.0,6419.0,1507.0
2018-01-05,2018,1,5,24,2178.0,2153.0,0.0,62.0,5823.0,1430.0
2018-01-06,2018,1,6,1,2126.0,1536.0,0.0,45.0,5242.0,1535.0
2018-01-06,2018,1,6,2,2106.0,1603.0,0.0,33.0,5170.0,1428.0
2018-01-06,2018,1,6,3,2085.0,1411.0,0.0,40.0,4969.0,1433.0
2018-01-06,2018,1,6,4,2121.0,1168.0,0.0,73.0,4808.0,1446.0
2018-01-06,2018,1,6,5,2155.0,1138.0,0.0,82.0,4812.0,1437.0
2018-01-06,2018,1,6,6,2201.0,1123.0,0.0,88.0,4909.0,1497.0
2018-01-06,2018,1,6,7,2188.0,1274.0,1.0,130.0,5056.0,1463.0
2018-01-06,2018,1,6,8,2023.0,1563.0,172.0,154.0,5313.0,1401.0
2018-01-06,2018,1,6,9,1877.0,1479.0,681.0,204.0,5603.0,1362.0
2018-01-06,2018,1,6,10,1875.0,1285.0,1106.0,227.0,5800.0,1307.0
2018-01-06,2018,1,6,11,1820.0,1289.0,1325.0,256.0,6122.0,1432.0
2018-01-06,2018,1,6,12,1830.0,1362.0,1389.0,267.0,6329.0,1481.0
2018-01-06,2018,1,6,13,1830.0,1374.0,1332.0,281.0,6268.0,1451.0
2018-01-06,2018,1,6,14,1866.0,1409.0,1143.0,237.0,5873.0,1218.0
2018-01-06,2018,1,6,15,1975.0,1809.0,762.0,213.0,5886.0,1127.0
2018-01-06,2018,1,6,16,2004.0,2132.0,241.0,229.0,5888.0,1282.0
2018-01-06,2018,1,6,17,2035.0,2648.0,6.0,256.0,6226.0,1281.0
2018-01-06,2018,1,6,18,2192.0,2798.0,0.0,256.0,6883.0,1637.0
2018-01-06,2018,1,6,19,2204.0,2686.0,0.0,293.0,6982.0,1799.0
2018-01-06,2018,1,6,20,2183.0,2613.0,0.0,320.0,6873.0,1757.0
2018-01-06,2018,1,6,21,2195.0,2664.0,0.0,369.0,6601.0,1373.0
2018-01-06,2018,1,6,22,2204.0,2271.0,0.0,374.0,6181.0,1332.0
2018-01-06,2018,1,6,23,2163.0,1947.0,0.0,349.0,5872.0,1413.0
2018-01-06,2018,1,6,24,2037.0,1494.0,0.0,359.0,5440.0,1550.0
2018-01-07,2018,1,7,1,2036.0,1206.0,0.0,391.0,5002.0,1369.0
2018-01-07,2018,1,7,2,1941.0,1217.0,0.0,473.0,4915.0,1284.0
2018-01-07,2018,1,7,3,1804.0,1120.0,0.0,501.0,4711.0,1286.0
2018-01-07,2018,1,7,4,1740.0,1097.0,0.0,410.0,4564.0,1317.0
2018-01-07,2018,1,7,5,1725.0,1133.0,0.0,378.0,4559.0,1323.0
2018-01-07,2018,1,7,6,1782.0,1105.0,0.0,372.0,4685.0,1426.0
2018-01-07,2018,1,7,7,1916.0,1100.0,1.0,360.0,4810.0,1433.0
2018-01-07,2018,1,7,8,1958.0,1230.0,96.0,348.0,4975.0,1343.0
2018-01-07,2018,1,7,9,1984.0,1156.0,337.0,355.0,5411.0,1579.0
2018-01-07,2018,1,7,10,1960.0,1205.0,624.0,359.0,5886.0,1738.0
2018-01-07,2018,1,7,11,2010.0,1329.0,865.0,350.0,6265.0,1711.0
2018-01-07,2018,1,7,12,1995.0,1314.0,937.0,368.0,6361.0,1747.0
2018-01-07,2018,1,7,13,1930.0,1177.0,993.0,383.0,6206.0,1723.0
2018-01-07,2018,1,7,14,1818.0,1168.0,971.0,381.0,5831.0,1493.0
2018-01-07,2018,1,7,15,1790.0,1510.0,676.0,297.0,5862.0,1589.0
2018-01-07,2018,1,7,16,1921.0,1899.0,243.0,219.0,5878.0,1596.0
2018-01-07,2018,1,7,17,1992.0,2301.0,6.0,199.0,6284.0,1786.0
2018-01-07,2018,1,7,18,2021.0,2513.0,0.0,230.0,6950.0,2186.0
2018-01-07,2018,1,7,19,2051.0,2645.0,0.0,278.0,6983.0,2009.0
2018-01-07,2018,1,7,20,2216.0,2635.0,0.0,233.0,6920.0,1836.0
2018-01-07,2018,1,7,21,2307.0,2583.0,0.0,218.0,6665.0,1557.0
2018-01-07,2018,1,7,22,2301.0,2203.0,0.0,224.0,6153.0,1425.0
2018-01-07,2018,1,7,23,2146.0,1936.0,0.0,212.0,5747.0,1453.0
2018-01-07,2018,1,7,24,2166.0,1536.0,0.0,206.0,5204.0,1296.0
2018-01-08,2018,1,1,1,2130.0,1144.0,0.0,170.0,4760.0,1316.0
2018-01-08,2018,1,1,2,2104.0,1036.0,0.0,146.0,4719.0,1433.0
2018-01-08,2018,1,1,3,1987.0,1016.0,0.0,154.0,4542.0,1385.0
2018-01-08,2018,1,1,4,1924.0,950.0,0.0,160.0,4467.0,1433.0
2018-01-08,2018,1,1,5,1921.0,1059.0,0.0,136.0,4579.0,1463.0
2018-01-08,2018,1,1,6,1957.0,1375.0,0.0,127.0,5096.0,1637.0
2018-01-08,2018,1,1,7,2295.0,1803.0,0.0,127.0,6013.0,1788.0
2018-01-08,2018,1,1,8,2403.0,2241.0,63.0,145.0,6445.0,1593.0
2018-01-08,2018,1,1,9,2432.0,2510.0,243.0,121.0,6955.0,1649.0
2018-01-08,2018,1,1,10,2475.0,2552.0,441.0,156.0,7033.0,1409.0
2018-01-08,2018,1,1,11,2523.0,2358.0,575.0,220.0,7011.0,1335.0
2018-01-08,2018,1,1,12,2432.0,2178.0,635.0,261.0,7030.0,1524.0
2018-01-08,2018,1,1,13,2285.0,2193.0,613.0,253.0,7003.0,1659.0
2018-01-08,2018,1,1,14,2285.0,2188.0,471.0,227.0,6776.0,1605.0
2018-01-08,2018,1,1,15,2254.0,2586.0,267.0,237.0,6927.0,1583.0
2018-01-08,2018,1,1,16,2315.0,2919.0,88.0,177.0,6902.0,1403.0
2018-01-08,2018,1,1,17,2487.0,2959.0,5.0,176.0,7010.0,1383.0
2018-01-08,2018,1,1,18,2585.0,3172.0,0.0,174.0,7475.0,1544.0
2018-01-08,2018,1,1,19,2546.0,3186.0,0.0,152.0,7550.0,1666.0
2018-01-08,2018,1,1,20,2499.0,3210.0,0.0,168.0,7490.0,1613.0
2018-01-08,2018,1,1,21,2507.0,3106.0,0.0,164.0,7149.0,1372.0
2018-01-08,2018,1,1,22,2515.0,2564.0,0.0,191.0,6446.0,1176.0
2018-01-08,2018,1,1,23,2362.0,2242.0,0.0,205.0,6014.0,1205.0
2018-01-08,2018,1,1,24,2197.0,1784.0,0.0,222.0,5395.0,1192.0
2018-01-09,2018,1,2,1,2076.0,1255.0,0.0,214.0,4936.0,1391.0
2018-01-09,2018,1,2,2,2022.0,1239.0,0.0,180.0,4880.0,1439.0
2018-01-09,2018,1,2,3,2015.0,1186.0,0.0,141.0,4757.0,1415.0
2018-01-09,2018,1,2,4,2000.0,1089.0,0.0,119.0,4658.0,1450.0
2018-01-09,2018,1,2,5,2004.0,1183.0,0.0,81.0,4799.0,1531.0
2018-01-09,2018,1,2,6,2064.0,1582.0,0.0,60.0,5294.0,1588.0
2018-01-09,2018,1,2,7,2195.0,2238.0,0.0,64.0,6138.0,1641.0
2018-01-09,2018,1,2,8,2363.0,2649.0,63.0,66.0,6630.0,1489.0
2018-01-09,2018,1,2,9,2540.0,2992.0,210.0,65.0,7087.0,1280.0
2018-01-09,2018,1,2,10,2549.0,3032.0,374.0,101.0,7206.0,1150.0
2018-01-09,2018,1,2,11,2470.0,3038.0,471.0,99.0,7238.0,1160.0
2018-01-09,2018,1,2,12,2387.0,2941.0,556.0,83.0,7197.0,1230.0
2018-01-09,2018,1,2,13,2303.0,2767.0,518.0,107.0,7052.0,1357.0
2018-01-09,2018,1,2,14,2213.0,2789.0,492.0,150.0,6831.0,1187.0
2018-01-09,2018,1,2,15,2256.0,2930.0,337.0,175.0,6939.0,1241.0
2018-01-09,2018,1,2,16,2361.0,2963.0,105.0,224.0,6898.0,1245.0
2018-01-09,2018,1,2,17,2365.0,3055.0,3.0,291.0,7124.0,1410.0
2018-01-09,2018,1,2,18,2461.0,3324.0,0.0,379.0,7617.0,1453.0
2018-01-09,2018,1,2,19,2567.0,3297.0,0.0,382.0,7637.0,1391.0
2018-01-09,2018,1,2,20,2536.0,3360.0,0.0,411.0,7610.0,1303.0
2018-01-09,2018,1,2,21,2448.0,3077.0,0.0,412.0,7198.0,1261.0
2018-01-09,2018,1,2,22,2255.0,2549.0,0.0,418.0,6491.0,1269.0
2018-01-09,2018,1,2,23,2193.0,2087.0,0.0,398.0,6045.0,1367.0
2018-01-09,2018,1,2,24,2173.0,1399.0,0.0,429.0,5357.0,1356.0
2018-01-10,2018,1,3,1,2096.0,1073.0,0.0,368.0,4869.0,1332.0
2018-01-10,2018,1,3,2,2031.0,1153.0,0.0,366.0,4859.0,1309.0
2018-01-10,2018,1,3,3,2037.0,1161.0,0.0,340.0,4695.0,1157.0
2018-01-10,2018,1,3,4,2041.0,1168.0,0.0,347.0,4637.0,1081.0
2018-01-10,2018,1,3,5,2059.0,1190.0,0.0,317.0,4753.0,1187.0
2018-01-10,2018,1,3,6,2135.0,1361.0,0.0,279.0,5241.0,1466.0
2018-01-10,2018,1,3,7,2232.0,1918.0,0.0,378.0,6088.0,1560.0
2018-01-10,2018,1,3,8,2232.0,2558.0,15.0,369.0,6586.0,1412.0
2018-01-10,2018,1,3,9,2449.0,3154.0,88.0,247.0,7131.0,1193.0
2018-01-10,2018,1,3,10,2520.0,3075.0,223.0,287.0,7228.0,1123.0
2018-01-10,2018,1,3,11,2461.0,2986.0,366.0,215.0,7233.0,1205.0
2018-01-10,2018,1,3,12,2485.0,3075.0,373.0,225.0,7182.0,1024.0
2018-01-10,2018,1,3,13,2500.0,2994.0,351.0,169.0,7106.0,1092.0
2018-01-10,2018,1,3,14,2467.0,2975.0,257.0,160.0,6950.0,1091.0
2018-01-10,2018,1,3,15,2543.0,3083.0,161.0,161.0,7111.0,1163.0
2018-01-10,2018,1,3,16,2649.0,3223.0,54.0,145.0,7089.0,1018.0
2018-01-10,2018,1,3,17,2599.0,3272.0,2.0,128.0,7172.0,1171.0
2018-01-10,2018,1,3,18,2704.0,3429.0,0.0,123.0,7583.0,1327.0
2018-01-10,2018,1,3,19,2688.0,3460.0,0.0,139.0,7640.0,1353.0
2018-01-10,2018,1,3,20,2671.0,3390.0,0.0,156.0,7603.0,1386.0
2018-01-10,2018,1,3,21,2573.0,3048.0,0.0,134.0,7223.0,1468.0
2018-01-10,2018,1,3,22,2421.0,2703.0,0.0,139.0,6492.0,1229.0
2018-01-10,2018,1,3,23,2321.0,2364.0,0.0,116.0,6079.0,1278.0
2018-01-10,2018,1,3,24,2184.0,1916.0,0.0,102.0,5425.0,1223.0
2018-01-11,2018,1,4,1,2160.0,1448.0,0.0,110.0,5032.0,1314.0
2018-01-11,2018,1,4,2,2173.0,1360.0,0.0,90.0,4979.0,1356.0
2018-01-11,2018,1,4,3,2223.0,1320.0,0.0,87.0,4782.0,1152.0
