Date,Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2019-01-01,2019,1,2,1,1774.0,779.0,4.0,1628.0,5319.0,1134.0
2019-01-01,2019,1,2,2,1707.0,778.0,4.0,1579.0,5225.0,1157.0
2019-01-01,2019,1,2,3,1703.0,794.0,0.0,1540.0,4986.0,949.0
2019-01-01,2019,1,2,4,1721.0,564.0,4.0,1541.0,4759.0,929.0
2019-01-01,2019,1,2,5,1719.0,521.0,4.0,1546.0,4580.0,790.0
2019-01-01,2019,1,2,6,1714.0,521.0,4.0,1506.0,4605.0,860.0
2019-01-01,2019,1,2,7,1708.0,623.0,4.0,1459.0,4746.0,952.0
2019-01-01,2019,1,2,8,1722.0,857.0,42.0,1469.0,4967.0,877.0
2019-01-01,2019,1,2,9,1832.0,1153.0,199.0,1468.0,5551.0,899.0
2019-01-01,2019,1,2,10,1968.0,1363.0,292.0,1487.0,6251.0,1141.0
2019-01-01,2019,1,2,11,2174.0,1365.0,427.0,1493.0,6802.0,1343.0
2019-01-01,2019,1,2,12,2193.0,1305.0,499.0,1498.0,6890.0,1395.0
2019-01-01,2019,1,2,13,2056.0,1235.0,490.0,1506.0,6575.0,1288.0
2019-01-01,2019,1,2,14,1849.0,1244.0,586.0,1521.0,5894.0,694.0
2019-01-01,2019,1,2,15,1792.0,1319.0,280.0,1510.0,5880.0,979.0
2019-01-01,2019,1,2,16,1811.0,1473.0,102.0,1496.0,5933.0,1051.0
2019-01-01,2019,1,2,17,1821.0,1702.0,13.0,1505.0,5995.0,954.0
2019-01-01,2019,1,2,18,1854.0,1957.0,0.0,1504.0,6594.0,1279.0
2019-01-01,2019,1,2,19,1853.0,2086.0,8.0,1473.0,6687.0,1267.0
2019-01-01,2019,1,2,20,1843.0,2217.0,0.0,1409.0,6656.0,1187.0
2019-01-01,2019,1,2,21,1841.0,2242.0,7.0,1370.0,6479.0,1019.0
2019-01-01,2019,1,2,22,1833.0,1958.0,0.0,1365.0,6147.0,991.0
2019-01-01,2019,1,2,23,1797.0,1616.0,4.0,1324.0,5912.0,1171.0
2019-01-01,2019,1,2,24,1769.0,1380.0,2.0,1261.0,5324.0,912.0
2019-01-02,2019,1,3,1,1781.0,1162.0,1.0,1155.0,4856.0,757.0
2019-01-02,2019,1,3,2,1786.0,1170.0,1.0,1097.0,4786.0,732.0
2019-01-02,2019,1,3,3,1780.0,1154.0,0.0,969.0,4582.0,679.0
2019-01-02,2019,1,3,4,1791.0,1138.0,0.0,835.0,4463.0,699.0
2019-01-02,2019,1,3,5,1788.0,1160.0,0.0,720.0,4533.0,865.0
2019-01-02,2019,1,3,6,1788.0,1343.0,0.0,601.0,4842.0,1110.0
2019-01-02,2019,1,3,7,1788.0,1699.0,1.0,490.0,5335.0,1357.0
2019-01-02,2019,1,3,8,2016.0,1984.0,146.0,458.0,5897.0,1293.0
2019-01-02,2019,1,3,9,2248.0,2072.0,569.0,374.0,6536.0,1273.0
2019-01-02,2019,1,3,10,2343.0,2012.0,981.0,308.0,6950.0,1306.0
2019-01-02,2019,1,3,11,2367.0,2050.0,1195.0,229.0,7263.0,1422.0
2019-01-02,2019,1,3,12,2371.0,2170.0,1241.0,153.0,7327.0,1392.0
2019-01-02,2019,1,3,13,2327.0,2447.0,1177.0,158.0,7409.0,1300.0
