Date,DriverID,Year,Month_of_Year,Day_of_Week,Time_of_Day,EV_Model,Battery_Capacity(kWh),Category,Mean_Energy_Consumption(kWh/100km),Max_DC_Power(kW),Status,Starting_SoC,Ending_SoC,Charger_Type,Charger_Power(kW),Charging_Time(mins),Consumption_Charging(kW),Trip_Time(mins),Trip_Distance(km),Trip_Consumption(kwh)
2020-01-01,DR9,2020,1,3,1,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,2,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,3,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,4,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,5,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,6,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,7,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,8,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,9,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,10,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,11,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,12,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,13,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,14,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,15,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,16,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,17,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,18,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,19,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,20,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,21,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,22,BMW i3s,42.2,2,14.3,50,0,,,,,,,,,
