Date,DriverID,Year,Month_of_Year,Day_of_Week,Time_of_Day,EV_Model,Battery_Capacity(kWh),Category,Mean_Energy_Consumption(kWh/100km),Max_DC_Power(kW),Status,Starting_SoC,Ending_SoC,Charger_Type,Charger_Power(kW),Charging_Time(mins),Consumption_Charging(kW),Trip_Time(mins),Trip_Distance(km),Trip_Consumption(kwh)
2020-01-01,DR3,2020,1,3,1,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,2,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,3,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,4,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,5,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,6,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,7,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,8,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,9,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,10,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,11,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,12,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,13,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,14,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
2020-01-01,DR3,2020,1,3,15,Skoda Citigo-e iV,36.8,1,15.45,40,0,,,,,,,,,
