Date,DriverID,Year,Month_of_Year,Day_of_Week,Time_of_Day,EV_Model,Battery_Capacity(kWh),Category,Mean_Energy_Consumption(kWh/100km),Max_DC_Power(kW),Status,Starting_SoC,Ending_SoC,Charger_Type,Charger_Power(kW),Charging_Time(mins),Consumption_Charging(kW),Trip_Time(mins),Trip_Distance(km),Trip_Consumption(kwh)
2020-01-01,DR9,2020,1,3,1,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,2,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,3,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,4,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,5,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,6,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,7,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,8,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,9,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,10,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,11,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,12,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,13,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,14,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,15,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,16,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,17,DS DS3 Crossback e-tense,50.0,2,15.6,100,1,0.5,1.0,3 phase-DC,120.0,15,30.0,,,
2020-01-01,DR9,2020,1,3,18,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,19,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,20,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,21,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,22,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,23,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-01,DR9,2020,1,3,24,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,1,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,2,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,3,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,4,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,5,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,6,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,7,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,8,DS DS3 Crossback e-tense,50.0,2,15.6,100,0,,,,,,,,,
2020-01-02,DR9,2020,1,4,9,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,1.0,0.88,,,,,60,40,6.24
2020-01-02,DR9,2020,1,4,10,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,0.88,0.76,,,,,60,40,6.24
2020-01-02,DR9,2020,1,4,11,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,0.76,0.64,,,,,60,40,6.24
2020-01-02,DR9,2020,1,4,12,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,0.64,0.52,,,,,60,40,6.24
2020-01-02,DR9,2020,1,4,13,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,0.52,0.4,,,,,60,40,6.24
2020-01-02,DR9,2020,1,4,14,DS DS3 Crossback e-tense,50.0,2,15.6,100,2,0.4,0.28,,,,,60,40,6.24
