Date,DriverID,Year,Month_of_Year,Day_of_Week,Time_of_Day,EV_Model,Battery_Capacity(kWh),Category,Mean_Energy_Consumption(kWh/100km),Max_DC_Power(kW),Status,Starting_SoC,Ending_SoC,Charger_Type,Charger_Power(kW),Charging_Time(mins),Consumption_Charging(kW),Trip_Time(mins),Trip_Distance(km),Trip_Consumption(kwh)
2020-01-01,DR8,2020,1,3,1,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,2,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,3,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,4,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,5,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,6,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,7,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,8,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,9,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,10,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,11,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,12,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,13,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,14,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,15,Kia e-Soul 64kWh,64.0,2,15.7,100,1,0.67,1.0,3 phase-DC,50.0,25,20.83,,,
2020-01-01,DR8,2020,1,3,16,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,17,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,18,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,19,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,20,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,21,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,22,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,23,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-01,DR8,2020,1,3,24,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,1,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,2,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,3,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,4,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,5,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,6,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
2020-01-02,DR8,2020,1,4,7,Kia e-Soul 64kWh,64.0,2,15.7,100,0,,,,,,,,,
